School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
CHIJ St. Nicholas Girls' School,2022,2C,40,63,40,SC<1,1.575
Chongfu School,2022,2C,49,157,49,SC<1,3.204081632653061
Chongzheng Primary School,2022,2C,54,87,54,SC<1,1.6111111111111112
Chua Chu Kang Primary School,2022,2C,70,124,70,SC<1,1.7714285714285714
Clementi Primary School,2022,2C,183,71,71,,0.3879781420765027
Compassvale Primary School,2022,2C,115,140,115,SC<1,1.2173913043478262
Concord Primary School,2022,2C,114,105,105,,0.9210526315789473
Corporation Primary School,2022,2C,151,54,54,,0.3576158940397351
Damai Primary School,2022,2C,176,36,36,,0.20454545454545456
Dazhong Primary School,2022,2C,73,66,66,,0.9041095890410958
De La Salle School,2022,2C,133,104,104,,0.7819548872180451
East Spring Primary School,2022,2C,113,58,58,,0.5132743362831859
Edgefield Primary School,2022,2C,139,85,85,,0.6115107913669064
Elias Park Primary School,2022,2C,89,132,89,SC<1,1.4831460674157304
Endeavour Primary School,2022,2C,153,58,58,,0.3790849673202614
Evergreen Primary School,2022,2C,125,59,59,,0.472
Fairfield Methodist School (Primary),2022,2C,41,89,41,SC<1,2.1707317073170733
Farrer Park Primary School,2022,2C,125,49,49,,0.392
Fengshan Primary School,2022,2C,73,95,73,SC1-2,1.3013698630136987
Fern Green Primary School,2022,2C,73,90,73,SC<1,1.2328767123287672
Fernvale Primary School,2022,2C,113,78,78,,0.6902654867256637
First Toa Payoh Primary School,2022,2C,127,4,4,,0.031496062992125984
Frontier Primary School,2022,2C,46,85,46,SC<1,1.8478260869565217
Fuchun Primary School,2022,2C,147,52,52,,0.35374149659863946
Fuhua Primary School,2022,2C,83,62,62,,0.7469879518072289
Gan Eng Seng Primary School,2022,2C,112,28,28,,0.25
Geylang Methodist School (Primary),2022,2C,129,131,129,PR>2,1.0155038759689923
Gongshang Primary School,2022,2C,45,107,45,SC<1,2.3777777777777778
Greendale Primary School,2022,2C,133,31,31,,0.23308270676691728
Greenridge Primary School,2022,2C,117,35,35,,0.29914529914529914
Greenwood Primary School,2022,2C,138,107,107,,0.7753623188405797
Haig Girls' School,2022,2C,127,117,117,,0.9212598425196851
Henry Park Primary School,2022,2C,41,82,41,SC<1,2.0
Holy Innocents' Primary School,2022,2C,42,101,42,SC<1,2.4047619047619047
Hong Wen School,2022,2C,83,135,83,SC<1,1.6265060240963856
Horizon Primary School,2022,2C,42,77,42,SC<1,1.8333333333333333
Hougang Primary School,2022,2C,79,114,79,SC<1,1.4430379746835442
Huamin Primary School,2022,2C,96,114,96,SC<1,1.1875
Innova Primary School,2022,2C,84,86,84,PR<1,1.0238095238095237
Jiemin Primary School,2022,2C,83,62,62,,0.7469879518072289
Jing Shan Primary School,2022,2C,72,67,67,,0.9305555555555556
Junyuan Primary School,2022,2C,112,77,77,,0.6875
Jurong Primary School,2022,2C,82,55,55,,0.6707317073170732
Jurong West Primary School,2022,2C,78,93,78,SC#,1.1923076923076923
Keming Primary School,2022,2C,53,121,53,SC<1,2.2830188679245285
Kheng Cheng School,2022,2C,141,111,111,,0.7872340425531915
Kong Hwa School,2022,2C,64,129,64,SC<1,2.015625
Kranji Primary School,2022,2C,99,16,16,,0.16161616161616163
Kuo Chuan Presbyterian Primary School,2022,2C,67,86,67,SC1-2,1.2835820895522387
Lakeside Primary School,2022,2C,113,124,113,PR<1,1.0973451327433628
Lianhua Primary School,2022,2C,235,32,32,,0.13617021276595745
Maha Bodhi School,2022,2C,79,114,79,SC<1,1.4430379746835442
Maris Stella High School,2022,2C,56,93,56,SC<1,1.6607142857142858
Marsiling Primary School,2022,2C,137,82,82,,0.5985401459854015
Marymount Convent School,2022,2C,188,68,68,,0.3617021276595745
Mayflower Primary School,2022,2C,115,38,38,,0.33043478260869563
Mee Toh School,2022,2C,101,150,101,SC<1,1.4851485148514851
Meridian Primary School,2022,2C,108,22,22,,0.2037037037037037
Methodist Girls' School (Primary),2022,2C,40,70,40,SC<1,1.75
Montfort Junior School,2022,2C,101,29,29,,0.2871287128712871
Nan Chiau Primary School,2022,2C,81,274,81,SC<1,3.382716049382716
Nan Hua Primary School,2022,2C,40,191,40,SC<1,4.775
Nanyang Primary School,2022,2C,41,89,41,SC<1,2.1707317073170733
Naval Base Primary School,2022,2C,105,116,105,PR<1,1.1047619047619048
New Town Primary School,2022,2C,173,20,20,,0.11560693641618497
Ngee Ann Primary School,2022,2C,123,128,123,PR<2#,1.0406504065040652
North Spring Primary School,2022,2C,139,37,37,,0.26618705035971224
North View Primary School,2022,2C,144,119,119,,0.8263888888888888
North Vista Primary School,2022,2C,117,43,43,,0.36752136752136755
Northland Primary School,2022,2C,42,199,42,SC<1,4.738095238095238
Northoaks Primary School,2022,2C,186,14,14,,0.07526881720430108
Oasis Primary School,2022,2C,60,80,60,SC<1,1.3333333333333333
Opera Estate Primary School,2022,2C,107,70,70,PR>2,0.6542056074766355
Palm View Primary School,2022,2C,138,56,56,,0.4057971014492754
Park View Primary School,2022,2C,108,58,58,,0.5370370370370371
Pasir Ris Primary School,2022,2C,43,80,43,SC<1,1.8604651162790697
Paya Lebar Methodist Girls' School (Primary),2022,2C,81,110,81,SC<1#,1.3580246913580247
Pei Chun Public School,2022,2C,45,83,45,SC<1,1.8444444444444446
Pei Hwa Presbyterian Primary School,2022,2C,41,87,41,SC<1,2.1219512195121952
Pei Tong Primary School,2022,2C,175,34,34,,0.19428571428571428
Peiying Primary School,2022,2C,107,45,45,,0.4205607476635514
Poi Ching School,2022,2C,104,197,104,SC<1,1.8942307692307692
Princess Elizabeth Primary School,2022,2C,55,278,55,SC<1,5.054545454545455
Punggol Cove Primary School,2022,2C,93,82,82,,0.8817204301075269
Punggol Green Primary School,2022,2C,56,127,56,SC<1,2.267857142857143
Punggol Primary School,2022,2C,78,129,78,SC<1,1.6538461538461537
Punggol View Primary School,2022,2C,61,74,61,PR<1,1.2131147540983607
Qifa Primary School,2022,2C,111,131,111,SC1-2,1.1801801801801801
Qihua Primary School,2022,2C,158,56,56,,0.35443037974683544
Queenstown Primary School,2022,2C,121,115,115,,0.9504132231404959
Radin Mas Primary School,2022,2C,40,82,40,SC<1,2.05
Raffles Girls' Primary School,2022,2C,90,125,90,SC<1,1.3888888888888888
Red Swastika School,2022,2C,42,81,42,SC<1,1.9285714285714286
River Valley Primary School,2022,2C,59,91,59,SC<1,1.5423728813559323
Riverside Primary School,2022,2C,58,83,58,SC<1,1.4310344827586208
Rivervale Primary School,2022,2C,81,126,81,SC<1,1.5555555555555556
Rosyth School,2022,2C,41,125,41,SC<1,3.048780487804878
Rulang Primary School,2022,2C,40,95,40,SC<1,2.375
Sembawang Primary School,2022,2C,104,122,104,SC1-2,1.1730769230769231
Seng Kang Primary School,2022,2C,148,19,19,,0.12837837837837837
Sengkang Green Primary School,2022,2C,49,120,49,SC<1,2.4489795918367347
Shuqun Primary School,2022,2C,79,106,79,SC<1,1.3417721518987342
Si Ling Primary School,2022,2C,97,17,17,,0.17525773195876287
Singapore Chinese Girls' Primary School,2022,2C,40,73,40,SC<1,1.825
South View Primary School,2022,2C,40,177,40,SC<1,4.425
Springdale Primary School,2022,2C,87,81,81,,0.9310344827586207
St. Andrew's Junior School,2022,2C,82,124,82,SC<1,1.5121951219512195
St. Anthony's Canossian Primary School,2022,2C,194,41,41,,0.211340206185567
St. Anthony's Primary School,2022,2C,65,105,65,SC<1#,1.6153846153846154
St. Gabriel's Primary School,2022,2C,77,77,77,,1.0
St. Hilda's Primary School,2022,2C,41,144,41,SC<1,3.5121951219512195
St. Joseph's Institution Junior,2022,2C,78,106,78,SC1-2,1.358974358974359
St. Margaret's Primary School,2022,2C,101,122,101,SC>2,1.2079207920792079
St. Stephen's School,2022,2C,163,66,66,,0.4049079754601227
Tampines North Primary School,2022,2C,146,46,46,,0.3150684931506849
Tampines Primary School,2022,2C,86,81,81,,0.9418604651162791
Tanjong Katong Primary School,2022,2C,75,98,75,SC>2,1.3066666666666666
Tao Nan School,2022,2C,47,99,47,SC<1,2.106382978723404
Teck Ghee Primary School,2022,2C,118,92,92,,0.7796610169491526
Teck Whye Primary School,2022,2C,172,27,27,,0.1569767441860465
Telok Kurau Primary School,2022,2C,83,72,72,,0.8674698795180723
Temasek Primary School,2022,2C,51,154,51,SC<1,3.019607843137255
Townsville Primary School,2022,2C,126,21,21,,0.16666666666666666
Unity Primary School,2022,2C,124,52,52,,0.41935483870967744
Waterway Primary School,2022,2C,83,107,83,SC<1,1.2891566265060241
Wellington Primary School,2022,2C,58,105,58,SC<1,1.8103448275862069
West Grove Primary School,2022,2C,147,99,99,,0.673469387755102
West Spring Primary School,2022,2C,62,106,62,SC<1,1.7096774193548387
West View Primary School,2022,2C,84,35,35,,0.4166666666666667
Westwood Primary School,2022,2C,49,80,49,SC<1,1.6326530612244898
White Sands Primary School,2022,2C,92,112,92,SC>2,1.2173913043478262
Woodgrove Primary School,2022,2C,71,104,71,SC<1,1.4647887323943662
Woodlands Primary School,2022,2C,80,112,80,SC<1,1.4
Woodlands Ring Primary School,2022,2C,141,66,66,,0.46808510638297873
Xinghua Primary School,2022,2C,232,35,35,,0.15086206896551724
Xingnan Primary School,2022,2C,187,64,64,,0.3422459893048128
Xinmin Primary School,2022,2C,50,78,50,SC<1,1.56
Xishan Primary School,2022,2C,110,59,59,,0.5363636363636364
Yangzheng Primary School,2022,2C,58,101,58,SC<1,1.7413793103448276
Yew Tee Primary School,2022,2C,138,60,60,,0.43478260869565216
Yio Chu Kang Primary School,2022,2C,141,36,36,,0.2553191489361702
Yishun Primary School,2022,2C,100,42,42,,0.42
Yu Neng Primary School,2022,2C,52,83,52,SC<1,1.5961538461538463
Yuhua Primary School,2022,2C,150,29,29,,0.19333333333333333
Yumin Primary School,2022,2C,109,20,20,,0.1834862385321101
Zhangde Primary School,2022,2C,93,92,92,,0.989247311827957
Zhenghua Primary School,2022,2C,90,68,68,,0.7555555555555555
Zhonghua Primary School,2022,2C,115,7,7,,0.06086956521739131
Valour Primary School,2022,2C,96,120,96,SC<1,1.25
Northshore Primary School,2022,2C,175,75,75,,0.42857142857142855
Admiralty Primary School,2009,2C(S),0,0,0,,
Ahmad Ibrahim Primary School,2009,2C(S),46,11,11,,0.2391304347826087
Ai Tong School,2009,2C(S),0,0,0,,
Anchor Green Primary School,2009,2C(S),79,85,79,,1.0759493670886076
Anderson Primary School,2009,2C(S),0,0,0,,
Ang Mo Kio Primary School,2009,2C(S),21,17,17,,0.8095238095238095
Anglo-Chinese School (Junior),2009,2C(S),0,0,0,,
Anglo-Chinese School (Primary),2009,2C(S),0,0,0,,
Angsana Primary School,2009,2C(S),128,8,8,,0.0625
Beacon Primary School,2009,2C(S),0,0,0,,
Bedok Green Primary School,2009,2C(S),44,31,31,,0.7045454545454546
Bendemeer Primary School,2009,2C(S),52,18,18,,0.34615384615384615
Blangah Rise Primary School,2009,2C(S),159,20,20,,0.12578616352201258
Boon Lay Garden Primary School,2009,2C(S),122,45,45,,0.36885245901639346
Bukit Panjang Primary School,2009,2C(S),0,0,0,,
Bukit Timah Primary School,2009,2C(S),86,54,54,,0.627906976744186
Bukit View Primary School,2009,2C(S),19,26,19,,1.368421052631579
Canberra Primary School,2009,2C(S),0,0,0,,
Canossa Catholic Primary School,2009,2C(S),48,15,15,,0.3125
Casuarina Primary School,2009,2C(S),40,41,40,,1.025
Catholic High School (Primary),2009,2C(S),0,0,0,,
Cedar Primary School,2009,2C(S),56,17,17,,0.30357142857142855
Changkat Primary School,2009,2C(S),26,9,9,,0.34615384615384615
CHIJ (Katong) Primary,2009,2C(S),5,6,5,,1.2
CHIJ (Kellock),2009,2C(S),0,0,0,,
CHIJ Our Lady of Good Counsel,2009,2C(S),0,0,0,,
CHIJ Our Lady of the Nativity,2009,2C(S),0,0,0,,
CHIJ Our Lady Queen of Peace,2009,2C(S),0,0,0,,
CHIJ Primary (Toa Payoh),2009,2C(S),0,0,0,,
CHIJ St. Nicholas Girls' School,2009,2C(S),0,0,0,,
Chongfu School,2009,2C(S),0,0,0,,
Chongzheng Primary School,2009,2C(S),0,0,0,,
Chua Chu Kang Primary School,2009,2C(S),3,13,3,,4.333333333333333
Clementi Primary School,2009,2C(S),0,0,0,,
Compassvale Primary School,2009,2C(S),0,0,0,,
Concord Primary School,2009,2C(S),6,16,6,,2.6666666666666665
Corporation Primary School,2009,2C(S),135,57,57,,0.4222222222222222
Damai Primary School,2009,2C(S),116,5,4,,0.04310344827586207
Dazhong Primary School,2009,2C(S),100,28,28,,0.28
De La Salle School,2009,2C(S),0,0,0,,
East Spring Primary School,2009,2C(S),0,0,0,,
Edgefield Primary School,2009,2C(S),6,16,6,,2.6666666666666665
Elias Park Primary School,2009,2C(S),0,0,0,,
Endeavour Primary School,2009,2C(S),0,0,0,,
Eunos Primary School,2009,2C(S),71,11,11,,0.15492957746478872
Evergreen Primary School,2009,2C(S),0,0,0,,
Fairfield Methodist School (Primary),2009,2C(S),0,0,0,,
Farrer Park Primary School,2009,2C(S),118,10,10,,0.0847457627118644
Fengshan Primary School,2009,2C(S),36,52,36,,1.4444444444444444
Fernvale Primary School,2009,2C(S),81,22,22,,0.2716049382716049
First Toa Payoh Primary School,2009,2C(S),145,9,9,,0.06206896551724138
Fuchun Primary School,2009,2C(S),0,0,0,,
Fuhua Primary School,2009,2C(S),56,50,50,,0.8928571428571429
Gan Eng Seng Primary School,2009,2C(S),40,58,40,,1.45
Geylang Methodist School (Primary),2009,2C(S),0,0,0,,
Gongshang Primary School,2009,2C(S),0,0,0,,
Greendale Primary School,2009,2C(S),114,86,86,,0.7543859649122807
Greenridge Primary School,2009,2C(S),0,0,0,,
Greenwood Primary School,2009,2C(S),0,0,0,,
Guangyang Primary School,2009,2C(S),125,13,13,,0.104
Haig Girls' School,2009,2C(S),44,24,24,,0.5454545454545454
Henry Park Primary School,2009,2C(S),0,0,0,,
Holy Innocents' Primary School,2009,2C(S),0,0,0,,
Hong Wen School,2009,2C(S),0,0,0,,
Horizon Primary School,2009,2C(S),228,20,20,,0.08771929824561403
Hougang Primary School,2009,2C(S),0,0,0,,
Huamin Primary School,2009,2C(S),73,19,19,,0.2602739726027397
Innova Primary School,2009,2C(S),0,0,0,,
Jiemin Primary School,2009,2C(S),0,0,0,,
Jing Shan Primary School,2009,2C(S),35,13,12,,0.37142857142857144
Junyuan Primary School,2009,2C(S),65,57,57,,0.8769230769230769
Jurong Primary School,2009,2C(S),0,0,0,,
Jurong West Primary School,2009,2C(S),0,0,0,,
Juying Primary School,2009,2C(S),118,71,71,,0.6016949152542372
Keming Primary School,2009,2C(S),0,0,0,,
Kheng Cheng School,2009,2C(S),33,38,33,,1.1515151515151516
Kong Hwa School,2009,2C(S),0,0,0,,
Kranji Primary School,2009,2C(S),154,101,101,,0.6558441558441559
Kuo Chuan Presbyterian Primary School,2009,2C(S),0,0,0,,
Lakeside Primary School,2009,2C(S),84,83,84,,0.9880952380952381
Lianhua Primary School,2009,2C(S),19,24,19,,1.263157894736842
Maha Bodhi School,2009,2C(S),0,0,0,,
Maris Stella High School,2009,2C(S),0,0,0,,
Marsiling Primary School,2009,2C(S),102,20,20,,0.19607843137254902
Marymount Convent School,2009,2C(S),91,82,82,,0.9010989010989011
Mayflower Primary School,2009,2C(S),109,23,23,,0.21100917431192662
Mee Toh School,2009,2C(S),0,0,0,,
Meridian Primary School,2009,2C(S),58,6,6,,0.10344827586206896
Methodist Girls' School (Primary),2009,2C(S),0,0,0,,
Montfort Junior School,2009,2C(S),140,31,30,,0.22142857142857142
Nan Chiau Primary School,2009,2C(S),0,0,0,,
Nan Hua Primary School,2009,2C(S),0,0,0,,
Nanyang Primary School,2009,2C(S),0,0,0,,
Naval Base Primary School,2009,2C(S),115,16,16,,0.1391304347826087
New Town Primary School,2009,2C(S),96,25,25,,0.2604166666666667
Ngee Ann Primary School,2009,2C(S),4,4,4,,1.0
North Spring Primary School,2009,2C(S),116,70,70,,0.603448275862069
North View Primary School,2009,2C(S),85,10,10,,0.11764705882352941
North Vista Primary School,2009,2C(S),16,26,16,,1.625
Northland Primary School,2009,2C(S),0,0,0,,
Opera Estate Primary School,2009,2C(S),121,11,10,,0.09090909090909091
Park View Primary School,2009,2C(S),36,14,14,,0.3888888888888889
Pasir Ris Primary School,2009,2C(S),0,0,0,,
Paya Lebar Methodist Girls' School (Primary),2009,2C(S),0,0,0,,
Pei Chun Public School,2009,2C(S),0,0,0,,
Pei Hwa Presbyterian Primary School,2009,2C(S),0,0,0,,
Pei Tong Primary School,2009,2C(S),108,54,54,,0.5
Peiying Primary School,2009,2C(S),48,23,23,,0.4791666666666667
Pioneer Primary School,2009,2C(S),65,86,65,,1.323076923076923
Poi Ching School,2009,2C(S),0,0,0,,
Princess Elizabeth Primary School,2009,2C(S),0,0,0,,
Punggol Primary School,2009,2C(S),21,38,21,,1.8095238095238095
Qifa Primary School,2009,2C(S),58,36,36,,0.6206896551724138
Qihua Primary School,2009,2C(S),99,86,99,,0.8686868686868687
Queenstown Primary School,2009,2C(S),62,37,37,,0.5967741935483871
Radin Mas Primary School,2009,2C(S),0,0,0,,
Raffles Girls' Primary School,2009,2C(S),0,0,0,,
Red Swastika School,2009,2C(S),0,0,0,,
River Valley Primary School,2009,2C(S),0,0,0,,
Rivervale Primary School,2009,2C(S),0,0,0,,
Rosyth School,2009,2C(S),0,0,0,,
Rulang Primary School,2009,2C(S),0,0,0,,
Sembawang Primary School,2009,2C(S),93,27,27,,0.2903225806451613
Seng Kang Primary School,2009,2C(S),79,63,63,,0.7974683544303798
Shuqun Primary School,2009,2C(S),0,0,0,,
Si Ling Primary School,2009,2C(S),121,20,20,,0.1652892561983471
Singapore Chinese Girls' Primary School,2009,2C(S),0,0,0,,
South View Primary School,2009,2C(S),0,0,0,,
St. Andrew's Junior School,2009,2C(S),0,0,0,,
St. Anthony's Canossian Primary School,2009,2C(S),59,31,31,,0.5254237288135594
St. Anthony's Primary School,2009,2C(S),0,0,0,,
St. Gabriel's Primary School,2009,2C(S),42,68,42,,1.619047619047619
St. Hilda's Primary School,2009,2C(S),0,0,0,,
St. Joseph's Institution Junior,2009,2C(S),0,0,0,,
St. Margaret's Primary School,2009,2C(S),0,0,0,,
St. Stephen's School,2009,2C(S),0,0,0,,
Stamford Primary School,2009,2C(S),83,17,17,,0.20481927710843373
Tampines North Primary School,2009,2C(S),47,28,28,,0.5957446808510638
Tampines Primary School,2009,2C(S),68,60,60,,0.8823529411764706
Tanjong Katong Primary School,2009,2C(S),54,41,41,,0.7592592592592593
Tao Nan School,2009,2C(S),0,0,0,,
Teck Ghee Primary School,2009,2C(S),12,12,12,,1.0
Teck Whye Primary School,2009,2C(S),131,43,43,,0.3282442748091603
Telok Kurau Primary School,2009,2C(S),0,0,0,,
Temasek Primary School,2009,2C(S),0,0,0,,
Townsville Primary School,2009,2C(S),79,49,49,,0.620253164556962
Unity Primary School,2009,2C(S),0,0,0,,
Wellington Primary School,2009,2C(S),60,28,28,,0.4666666666666667
West Grove Primary School,2009,2C(S),0,0,0,,
West View Primary School,2009,2C(S),125,37,37,,0.296
White Sands Primary School,2009,2C(S),0,0,0,,
Woodgrove Primary School,2009,2C(S),0,0,0,,
Woodlands Primary School,2009,2C(S),46,63,46,,1.3695652173913044
Woodlands Ring Primary School,2009,2C(S),0,0,0,,
Xinghua Primary School,2009,2C(S),63,19,19,,0.30158730158730157
Xingnan Primary School,2009,2C(S),24,56,24,,2.3333333333333335
Xinmin Primary School,2009,2C(S),0,0,0,,
Xishan Primary School,2009,2C(S),66,6,6,,0.09090909090909091
Yangzheng Primary School,2009,2C(S),7,10,7,,1.4285714285714286
Yew Tee Primary School,2009,2C(S),0,0,0,,
Yio Chu Kang Primary School,2009,2C(S),68,75,68,,1.1029411764705883
Yishun Primary School,2009,2C(S),29,13,13,,0.4482758620689655
Yu Neng Primary School,2009,2C(S),0,0,0,,
Yuhua Primary School,2009,2C(S),104,36,36,,0.34615384615384615
Yumin Primary School,2009,2C(S),44,40,40,,0.9090909090909091
Zhangde Primary School,2009,2C(S),0,0,0,,
Zhenghua Primary School,2009,2C(S),47,59,47,,1.2553191489361701
Zhonghua Primary School,2009,2C(S),82,19,19,,0.23170731707317074
Admiralty Primary School,2010,2C(S),0,0,0,,
Ahmad Ibrahim Primary School,2010,2C(S),66,11,11,,0.16666666666666666
Ai Tong School,2010,2C(S),0,0,0,,
Anchor Green Primary School,2010,2C(S),71,75,71,,1.056338028169014
Anderson Primary School,2010,2C(S),0,0,0,,
Ang Mo Kio Primary School,2010,2C(S),30,24,24,,0.8
Anglo-Chinese School (Junior),2010,2C(S),0,0,0,,
Anglo-Chinese School (Primary),2010,2C(S),0,0,0,,
Angsana Primary School,2010,2C(S),111,13,13,,0.11711711711711711
Beacon Primary School,2010,2C(S),0,0,0,,
Bedok Green Primary School,2010,2C(S),48,49,48,,1.0208333333333333
Bendemeer Primary School,2010,2C(S),47,21,21,,0.44680851063829785
Blangah Rise Primary School,2010,2C(S),146,7,7,,0.04794520547945205
Boon Lay Garden Primary School,2010,2C(S),128,80,80,,0.625
Bukit Panjang Primary School,2010,2C(S),0,0,0,,
Bukit Timah Primary School,2010,2C(S),75,70,70,,0.9333333333333333
Bukit View Primary School,2010,2C(S),41,58,41,,1.4146341463414633
Canberra Primary School,2010,2C(S),0,0,0,,
Canossa Catholic Primary School,2010,2C(S),57,36,36,,0.631578947368421
Cantonment Primary School,2010,2C(S),134,16,16,,0.11940298507462686
Casuarina Primary School,2010,2C(S),66,17,17,,0.25757575757575757
Catholic High School (Primary),2010,2C(S),0,0,0,,
Cedar Primary School,2010,2C(S),22,27,22,,1.2272727272727273
Changkat Primary School,2010,2C(S),0,0,0,,
CHIJ (Katong) Primary,2010,2C(S),0,0,0,,
CHIJ (Kellock),2010,2C(S),3,6,3,,2.0
CHIJ Our Lady of Good Counsel,2010,2C(S),0,0,0,,
CHIJ Our Lady of the Nativity,2010,2C(S),0,0,0,,
CHIJ Our Lady Queen of Peace,2010,2C(S),1,1,1,,1.0
CHIJ Primary (Toa Payoh),2010,2C(S),0,0,0,,
CHIJ St. Nicholas Girls' School,2010,2C(S),0,0,0,,
Chongfu School,2010,2C(S),0,0,0,,
Chongzheng Primary School,2010,2C(S),0,0,0,,
Chua Chu Kang Primary School,2010,2C(S),20,30,20,,1.5
Clementi Primary School,2010,2C(S),0,0,0,,
Compassvale Primary School,2010,2C(S),0,0,0,,
Concord Primary School,2010,2C(S),20,30,20,,1.5
Corporation Primary School,2010,2C(S),139,78,78,,0.5611510791366906
Damai Primary School,2010,2C(S),120,21,21,,0.175
Dazhong Primary School,2010,2C(S),110,12,12,,0.10909090909090909
De La Salle School,2010,2C(S),0,0,0,,
East Spring Primary School,2010,2C(S),0,0,0,,
Edgefield Primary School,2010,2C(S),1,5,1,,5.0
Elias Park Primary School,2010,2C(S),15,11,11,,0.7333333333333333
Endeavour Primary School,2010,2C(S),0,0,0,,
Eunos Primary School,2010,2C(S),76,14,14,,0.18421052631578946
Evergreen Primary School,2010,2C(S),0,0,0,,
Fairfield Methodist School (Primary),2010,2C(S),0,0,0,,
Farrer Park Primary School,2010,2C(S),117,14,14,,0.11965811965811966
Fengshan Primary School,2010,2C(S),0,0,0,,
Fernvale Primary School,2010,2C(S),126,22,22,,0.1746031746031746
First Toa Payoh Primary School,2010,2C(S),135,11,11,,0.08148148148148149
Fuchun Primary School,2010,2C(S),0,0,0,,
Fuhua Primary School,2010,2C(S),77,56,56,,0.7272727272727273
Gan Eng Seng Primary School,2010,2C(S),47,53,47,,1.127659574468085
Geylang Methodist School (Primary),2010,2C(S),0,0,0,,
Gongshang Primary School,2010,2C(S),0,0,0,,
Greendale Primary School,2010,2C(S),103,49,49,,0.47572815533980584
Greenridge Primary School,2010,2C(S),0,0,0,,
Greenwood Primary School,2010,2C(S),0,0,0,,
Guangyang Primary School,2010,2C(S),120,8,8,,0.06666666666666667
Haig Girls' School,2010,2C(S),17,24,17,,1.411764705882353
Henry Park Primary School,2010,2C(S),0,0,0,,
Holy Innocents' Primary School,2010,2C(S),0,0,0,,
Hong Wen School,2010,2C(S),0,0,0,,
Horizon Primary School,2010,2C(S),144,50,50,,0.3472222222222222
Hougang Primary School,2010,2C(S),0,0,0,,
Huamin Primary School,2010,2C(S),48,16,16,,0.3333333333333333
Innova Primary School,2010,2C(S),0,0,0,,
Jiemin Primary School,2010,2C(S),0,0,0,,
Jing Shan Primary School,2010,2C(S),64,6,6,,0.09375
Junyuan Primary School,2010,2C(S),49,44,44,,0.8979591836734694
Jurong Primary School,2010,2C(S),0,0,0,,
Jurong West Primary School,2010,2C(S),0,0,0,,
Juying Primary School,2010,2C(S),113,71,71,,0.6283185840707964
Keming Primary School,2010,2C(S),0,0,0,,
Kheng Cheng School,2010,2C(S),28,43,28,,1.5357142857142858
Kong Hwa School,2010,2C(S),0,0,0,,
Kranji Primary School,2010,2C(S),149,86,86,,0.5771812080536913
Kuo Chuan Presbyterian Primary School,2010,2C(S),0,0,0,,
Lakeside Primary School,2010,2C(S),49,67,49,,1.3673469387755102
Lianhua Primary School,2010,2C(S),71,38,38,,0.5352112676056338
Maha Bodhi School,2010,2C(S),0,0,0,,
Maris Stella High School,2010,2C(S),0,0,0,,
Marsiling Primary School,2010,2C(S),124,20,20,,0.16129032258064516
Marymount Convent School,2010,2C(S),42,78,42,,1.8571428571428572
Mayflower Primary School,2010,2C(S),39,38,38,,0.9743589743589743
Mee Toh School,2010,2C(S),0,0,0,,
Meridian Primary School,2010,2C(S),56,6,6,,0.10714285714285714
Methodist Girls' School (Primary),2010,2C(S),0,0,0,,
Montfort Junior School,2010,2C(S),119,36,36,,0.3025210084033613
Nan Chiau Primary School,2010,2C(S),0,0,0,,
Nan Hua Primary School,2010,2C(S),0,0,0,,
Nanyang Primary School,2010,2C(S),0,0,0,,
Naval Base Primary School,2010,2C(S),124,14,14,,0.11290322580645161
New Town Primary School,2010,2C(S),88,37,37,,0.42045454545454547
Ngee Ann Primary School,2010,2C(S),0,0,0,,
North Spring Primary School,2010,2C(S),112,60,60,,0.5357142857142857
North View Primary School,2010,2C(S),48,13,13,,0.2708333333333333
North Vista Primary School,2010,2C(S),7,12,7,,1.7142857142857142
Northland Primary School,2010,2C(S),0,0,0,,
Opera Estate Primary School,2010,2C(S),109,16,16,,0.14678899082568808
Park View Primary School,2010,2C(S),67,1,1,,0.014925373134328358
Pasir Ris Primary School,2010,2C(S),0,0,0,,
Paya Lebar Methodist Girls' School (Primary),2010,2C(S),0,0,0,,
Pei Chun Public School,2010,2C(S),0,0,0,,
Pei Hwa Presbyterian Primary School,2010,2C(S),0,0,0,,
Pei Tong Primary School,2010,2C(S),114,82,82,,0.7192982456140351
Peiying Primary School,2010,2C(S),45,33,33,,0.7333333333333333
Pioneer Primary School,2010,2C(S),48,85,48,,1.7708333333333333
Poi Ching School,2010,2C(S),0,0,0,,
Princess Elizabeth Primary School,2010,2C(S),0,0,0,,
Punggol Primary School,2010,2C(S),53,58,53,,1.0943396226415094
Qifa Primary School,2010,2C(S),0,0,0,,
Qihua Primary School,2010,2C(S),68,68,68,,1.0
Queenstown Primary School,2010,2C(S),54,27,27,,0.5
Radin Mas Primary School,2010,2C(S),0,0,0,,
Raffles Girls' Primary School,2010,2C(S),0,0,0,,
Red Swastika School,2010,2C(S),0,0,0,,
River Valley Primary School,2010,2C(S),0,0,0,,
Rivervale Primary School,2010,2C(S),0,0,0,,
Rosyth School,2010,2C(S),0,0,0,,
Rulang Primary School,2010,2C(S),0,0,0,,
Sembawang Primary School,2010,2C(S),94,42,42,,0.44680851063829785
Seng Kang Primary School,2010,2C(S),85,65,65,,0.7647058823529411
Shuqun Primary School,2010,2C(S),0,0,0,,
