School,Year,Phase,Vacancy,Applied,Taken,Balloting,Application Rate
Fairfield Methodist School (Primary),2021,2B,23,41,23,SC<1#,1.782608696
Farrer Park Primary School,2021,2B,79,0,0,,0
Fengshan Primary School,2021,2B,41,1,1,,0.024390244
Fern Green Primary School,2021,2B,48,2,2,,0.041666667
Fernvale Primary School,2021,2B,74,0,0,,0
First Toa Payoh Primary School,2021,2B,91,0,0,,0
Frontier Primary School,2021,2B,21,14,14,,0.666666667
Fuchun Primary School,2021,2B,62,0,0,,0
Fuhua Primary School,2021,2B,54,0,0,,0
Gan Eng Seng Primary School,2021,2B,83,0,0,,0
Geylang Methodist School (Primary),2021,2B,76,10,10,,0.131578947
Gongshang Primary School,2021,2B,21,19,19,,0.904761905
Greendale Primary School,2021,2B,110,0,0,,0
Greenridge Primary School,2021,2B,73,0,0,,0
Greenwood Primary School,2021,2B,74,1,1,,0.013513514
Haig Girls' School,2021,2B,56,0,0,,0
Henry Park Primary School,2021,2B,25,26,25,SC#,1.04
Holy Innocents' Primary School,2021,2B,21,47,21,SC<1,2.238095238
Hong Wen School,2021,2B,45,19,19,,0.422222222
Horizon Primary School,2021,2B,21,13,13,,0.619047619
Hougang Primary School,2021,2B,58,17,17,,0.293103448
Huamin Primary School,2021,2B,31,0,0,,0
Innova Primary School,2021,2B,42,11,11,,0.261904762
Jiemin Primary School,2021,2B,66,2,2,,0.03030303
Jing Shan Primary School,2021,2B,37,0,0,,0
Junyuan Primary School,2021,2B,54,0,0,,0
Jurong Primary School,2021,2B,41,0,0,,0
Jurong West Primary School,2021,2B,45,6,6,,0.133333333
Keming Primary School,2021,2B,40,16,16,,0.4
Kheng Cheng School,2021,2B,46,0,0,,0
Kong Hwa School,2021,2B,43,45,43,SC>2,1.046511628
Kranji Primary School,2021,2B,63,0,0,,0
Kuo Chuan Presbyterian Primary School,2021,2B,58,51,51,,0.879310345
Lakeside Primary School,2021,2B,53,0,0,,0
Lianhua Primary School,2021,2B,87,0,0,,0
Maha Bodhi School,2021,2B,48,52,48,SC>2,1.083333333
Maris Stella High School,2021,2B,60,73,60,SC>2,1.216666667
Marsiling Primary School,2021,2B,67,0,0,,0
Marymount Convent School,2021,2B,95,25,25,,0.263157895
Mayflower Primary School,2021,2B,66,0,0,,0
Mee Toh School,2021,2B,72,64,64,,0.888888889
Meridian Primary School,2021,2B,76,0,0,,0
Methodist Girls' School (Primary),2021,2B,27,45,27,SC<1,1.666666667
Montfort Junior School,2021,2B,76,14,14,,0.184210526
Nan Chiau Primary School,2021,2B,62,88,62,SC<1,1.419354839
Nan Hua Primary School,2021,2B,21,34,21,SC<1,1.619047619
Nanyang Primary School,2021,2B,20,31,20,SC<1,1.55
Naval Base Primary School,2021,2B,48,0,0,,0
New Town Primary School,2021,2B,113,0,0,,0
Ngee Ann Primary School,2021,2B,61,3,3,,0.049180328
North Spring Primary School,2021,2B,83,0,0,,0
North View Primary School,2021,2B,73,0,0,,0
North Vista Primary School,2021,2B,73,1,1,,0.01369863
Northland Primary School,2021,2B,27,36,27,SC<1,1.333333333
Northoaks Primary School,2021,2B,70,0,0,,0
Oasis Primary School,2021,2B,43,0,0,,0
Opera Estate Primary School,2021,2B,56,0,0,,0
Palm View Primary School,2021,2B,87,3,3,,0.034482759
Park View Primary School,2021,2B,59,0,0,,0
Pasir Ris Primary School,2021,2B,28,22,22,,0.785714286
Paya Lebar Methodist Girls' School (Primary),2021,2B,56,51,51,,0.910714286
Pei Chun Public School,2021,2B,21,26,21,SC1-2,1.238095238
Pei Hwa Presbyterian Primary School,2021,2B,21,31,21,SC>2,1.476190476
Pei Tong Primary School,2021,2B,94,0,0,,0
Peiying Primary School,2021,2B,63,0,0,,0
Poi Ching School,2021,2B,61,44,44,,0.721311475
Princess Elizabeth Primary School,2021,2B,26,7,7,,0.269230769
Punggol Cove Primary School,2021,2B,51,1,1,,0.019607843
Punggol Green Primary School,2021,2B,20,3,3,,0.15
Punggol Primary School,2021,2B,40,10,10,,0.25
Punggol View Primary School,2021,2B,39,1,1,,0.025641026
Qifa Primary School,2021,2B,63,14,14,,0.222222222
Qihua Primary School,2021,2B,69,0,0,,0
Queenstown Primary School,2021,2B,60,1,1,,0.016666667
Radin Mas Primary School,2021,2B,25,12,12,,0.48
Raffles Girls' Primary School,2021,2B,68,39,39,,0.573529412
Red Swastika School,2021,2B,22,19,19,,0.863636364
River Valley Primary School,2021,2B,38,27,27,,0.710526316
Riverside Primary School,2021,2B,24,1,1,,0.041666667
Rivervale Primary School,2021,2B,65,21,21,,0.323076923
Rosyth School,2021,2B,21,31,21,SC<1,1.476190476
Rulang Primary School,2021,2B,20,24,20,SC<1,1.2
Sembawang Primary School,2021,2B,52,0,0,,0
Seng Kang Primary School,2021,2B,99,0,0,,0
Sengkang Green Primary School,2021,2B,44,14,14,,0.318181818
Shuqun Primary School,2021,2B,32,9,9,,0.28125
Si Ling Primary School,2021,2B,52,0,0,,0
Singapore Chinese Girls' Primary School,2021,2B,31,37,31,SC>2,1.193548387
South View Primary School,2021,2B,21,23,21,SC1-2,1.095238095
Springdale Primary School,2021,2B,30,2,2,,0.066666667
St. Andrew's Junior School,2021,2B,45,25,25,,0.555555556
St. Anthony's Canossian Primary School,2021,2B,86,12,12,,0.139534884
St. Anthony's Primary School,2021,2B,39,29,29,,0.743589744
St. Gabriel's Primary School,2021,2B,50,17,17,,0.34
St. Hilda's Primary School,2021,2B,21,51,21,SC<1,2.428571429
St. Joseph's Institution Junior,2021,2B,59,98,59,SC>2,1.661016949
St. Margaret's Primary School,2021,2B,54,16,16,,0.296296296
St. Stephen's School,2021,2B,86,26,26,,0.302325581
Tampines North Primary School,2021,2B,78,0,0,,0
Tampines Primary School,2021,2B,51,0,0,,0
Tanjong Katong Primary School,2021,2B,44,12,12,,0.272727273
Tao Nan School,2021,2B,20,57,20,SC<1,2.85
Teck Ghee Primary School,2021,2B,59,9,9,,0.152542373
Teck Whye Primary School,2021,2B,88,0,0,,0
Telok Kurau Primary School,2021,2B,48,1,1,,0.020833333
Temasek Primary School,2021,2B,21,11,11,,0.523809524
Townsville Primary School,2021,2B,67,0,0,,0
Unity Primary School,2021,2B,77,0,0,,0
Waterway Primary School,2021,2B,25,1,1,,0.04
Wellington Primary School,2021,2B,50,3,3,,0.06
West Grove Primary School,2021,2B,78,5,5,,0.064102564
West Spring Primary School,2021,2B,25,8,8,,0.32
West View Primary School,2021,2B,68,0,0,,0
Westwood Primary School,2021,2B,24,9,9,,0.375
White Sands Primary School,2021,2B,43,9,9,,0.209302326
Woodgrove Primary School,2021,2B,47,5,5,,0.106382979
Woodlands Primary School,2021,2B,41,5,5,,0.12195122
Woodlands Ring Primary School,2021,2B,73,0,0,,0
Xinghua Primary School,2021,2B,93,0,0,,0
Xingnan Primary School,2021,2B,103,1,1,,0.009708738
Xinmin Primary School,2021,2B,38,20,20,,0.526315789
Xishan Primary School,2021,2B,56,0,0,,0
Yangzheng Primary School,2021,2B,41,15,15,,0.365853659
Yew Tee Primary School,2021,2B,79,3,3,,0.037974684
Yio Chu Kang Primary School,2021,2B,77,0,0,,0
Yishun Primary School,2021,2B,48,1,1,,0.020833333
Yu Neng Primary School,2021,2B,21,10,10,,0.476190476
Yuhua Primary School,2021,2B,88,0,0,,0
Yumin Primary School,2021,2B,51,0,0,,0
Zhangde Primary School,2021,2B,57,0,0,,0
Zhenghua Primary School,2021,2B,63,1,1,,0.015873016
Zhonghua Primary School,2021,2B,72,0,0,,0
Valour Primary School,2021,2B,72,0,0,,0
Northshore Primary School,2021,2B,117,1,1,,0.008547009
Admiralty Primary School,2022,2B,22,49,22,SC<1,2.227272727
Ahmad Ibrahim Primary School,2022,2B,43,0,0,,0
Ai Tong School,2022,2B,20,48,20,SC<1,2.4
Alexandra Primary School,2022,2B,39,4,4,,0.102564103
Anchor Green Primary School,2022,2B,40,0,0,,0
Anderson Primary School,2022,2B,28,21,21,,0.75
Ang Mo Kio Primary School,2022,2B,50,0,0,,0
Anglo-Chinese School (Junior),2022,2B,27,57,27,SC<1,2.111111111
Anglo-Chinese School (Primary),2022,2B,28,55,28,SC<1,1.964285714
Angsana Primary School,2022,2B,67,0,0,,0
Beacon Primary School,2022,2B,45,0,0,,0
Bedok Green Primary School,2022,2B,51,0,0,,0
Bendemeer Primary School,2022,2B,44,0,0,,0
Blangah Rise Primary School,2022,2B,32,0,0,,0
Boon Lay Garden Primary School,2022,2B,75,0,0,,0
Bukit Panjang Primary School,2022,2B,29,21,21,,0.724137931
Bukit Timah Primary School,2022,2B,42,1,1,,0.023809524
Bukit View Primary School,2022,2B,77,0,0,,0
Canberra Primary School,2022,2B,43,19,19,,0.441860465
Canossa Catholic Primary School,2022,2B,27,16,16,,0.592592593
Cantonment Primary School,2022,2B,45,0,0,,0
Casuarina Primary School,2022,2B,28,0,0,,0
Catholic High School (Primary),2022,2B,20,43,20,SC<1,2.15
Cedar Primary School,2022,2B,62,0,0,,0
Changkat Primary School,2022,2B,48,0,0,,0
CHIJ (Katong) Primary,2022,2B,43,16,16,,0.372093023
CHIJ (Kellock),2022,2B,46,16,16,,0.347826087
CHIJ Our Lady of Good Counsel,2022,2B,32,20,20,,0.625
CHIJ Our Lady of the Nativity,2022,2B,54,53,53,,0.981481481
CHIJ Our Lady Queen of Peace,2022,2B,46,12,12,,0.260869565
CHIJ Primary (Toa Payoh),2022,2B,27,40,27,SC<1,1.481481481
CHIJ St. Nicholas Girls' School,2022,2B,20,46,20,SC<1,2.3
Chongfu School,2022,2B,25,51,25,SC<1,2.04
Chongzheng Primary School,2022,2B,20,7,7,,0.35
Chua Chu Kang Primary School,2022,2B,32,25,25,,0.78125
Clementi Primary School,2022,2B,60,0,0,,0
Compassvale Primary School,2022,2B,44,17,17,,0.386363636
Concord Primary School,2022,2B,39,3,3,,0.076923077
Corporation Primary School,2022,2B,51,1,1,,0.019607843
Damai Primary School,2022,2B,59,0,0,,0
Dazhong Primary School,2022,2B,24,0,0,,0
De La Salle School,2022,2B,48,12,12,,0.25
East Spring Primary School,2022,2B,38,0,0,,0
Edgefield Primary School,2022,2B,46,0,0,,0
Elias Park Primary School,2022,2B,30,2,2,,0.066666667
Endeavour Primary School,2022,2B,52,3,3,,0.057692308
Evergreen Primary School,2022,2B,42,0,0,,0
Fairfield Methodist School (Primary),2022,2B,20,33,20,SC<2#,1.65
Farrer Park Primary School,2022,2B,42,1,1,,0.023809524
Fengshan Primary School,2022,2B,25,1,1,,0.04
Fern Green Primary School,2022,2B,25,2,2,,0.08
Fernvale Primary School,2022,2B,38,1,1,,0.026315789
First Toa Payoh Primary School,2022,2B,42,0,0,,0
Frontier Primary School,2022,2B,20,14,14,,0.7
Fuchun Primary School,2022,2B,49,1,1,,0.020408163
Fuhua Primary School,2022,2B,27,0,0,,0
Gan Eng Seng Primary School,2022,2B,37,0,0,,0
Geylang Methodist School (Primary),2022,2B,44,4,4,,0.090909091
Gongshang Primary School,2022,2B,20,15,15,,0.75
Greendale Primary School,2022,2B,44,0,0,,0
Greenridge Primary School,2022,2B,39,0,0,,0
Greenwood Primary School,2022,2B,46,1,1,,0.02173913
Haig Girls' School,2022,2B,43,1,1,,0.023255814
Henry Park Primary School,2022,2B,21,29,21,SC<1,1.380952381
Holy Innocents' Primary School,2022,2B,21,50,21,SC<1,2.380952381
Hong Wen School,2022,2B,36,27,27,,0.75
Horizon Primary School,2022,2B,20,19,19,,0.95
Hougang Primary School,2022,2B,32,18,18,,0.5625
Huamin Primary School,2022,2B,32,2,2,,0.0625
Innova Primary School,2022,2B,33,14,14,,0.424242424
Jiemin Primary School,2022,2B,28,1,1,,0.035714286
Jing Shan Primary School,2022,2B,24,1,1,,0.041666667
Junyuan Primary School,2022,2B,37,0,0,,0
Jurong Primary School,2022,2B,26,0,0,,0
Jurong West Primary School,2022,2B,27,4,4,,0.148148148
Keming Primary School,2022,2B,24,19,19,,0.791666667
Kheng Cheng School,2022,2B,48,4,4,,0.083333333
Kong Hwa School,2022,2B,32,65,32,SC<1,2.03125
Kranji Primary School,2022,2B,33,0,0,,0
Kuo Chuan Presbyterian Primary School,2022,2B,31,54,31,SC1-2,1.741935484
Lakeside Primary School,2022,2B,38,0,0,,0
Lianhua Primary School,2022,2B,79,1,1,,0.012658228
Maha Bodhi School,2022,2B,37,33,33,,0.891891892
Maris Stella High School,2022,2B,27,45,27,SC<1,1.666666667
Marsiling Primary School,2022,2B,46,0,0,,0
Marymount Convent School,2022,2B,67,13,13,,0.194029851
Mayflower Primary School,2022,2B,38,0,0,,0
Mee Toh School,2022,2B,50,50,50,,1
Meridian Primary School,2022,2B,35,0,0,,0
Methodist Girls' School (Primary),2022,2B,20,79,20,SC<1,3.95
Montfort Junior School,2022,2B,38,15,15,,0.394736842
Nan Chiau Primary School,2022,2B,41,79,41,SC<1,1.926829268
Nan Hua Primary School,2022,2B,20,38,20,SC<1,1.9
Nanyang Primary School,2022,2B,20,37,20,SC<1,1.85
Naval Base Primary School,2022,2B,35,1,1,,0.028571429
New Town Primary School,2022,2B,58,0,0,,0
Ngee Ann Primary School,2022,2B,42,4,4,,0.095238095
North Spring Primary School,2022,2B,46,0,0,,0
North View Primary School,2022,2B,48,0,0,,0
North Vista Primary School,2022,2B,39,0,0,,0
Northland Primary School,2022,2B,20,22,20,SC<1#,1.1
Northoaks Primary School,2022,2B,62,0,0,,0
Oasis Primary School,2022,2B,20,0,0,,0
Opera Estate Primary School,2022,2B,36,1,1,,0.027777778
Palm View Primary School,2022,2B,46,1,1,,0.02173913
Park View Primary School,2022,2B,36,1,1,,0.027777778
Pasir Ris Primary School,2022,2B,21,22,21,SC<1,1.047619048
Paya Lebar Methodist Girls' School (Primary),2022,2B,41,47,41,SC>2,1.146341463
Pei Chun Public School,2022,2B,20,27,20,SC<1,1.35
Pei Hwa Presbyterian Primary School,2022,2B,20,37,20,SC<1,1.85
Pei Tong Primary School,2022,2B,58,0,0,,0
Peiying Primary School,2022,2B,36,0,0,,0
Poi Ching School,2022,2B,43,27,27,,0.627906977
Princess Elizabeth Primary School,2022,2B,20,5,5,,0.25
Punggol Cove Primary School,2022,2B,31,1,1,,0.032258065
Punggol Green Primary School,2022,2B,20,4,4,,0.2
Punggol Primary School,2022,2B,28,6,6,,0.214285714
Punggol View Primary School,2022,2B,20,0,0,,0
Qifa Primary School,2022,2B,44,22,22,,0.5
Qihua Primary School,2022,2B,54,5,5,,0.092592593
Queenstown Primary School,2022,2B,40,0,0,,0
Radin Mas Primary School,2022,2B,20,20,20,,1
Raffles Girls' Primary School,2022,2B,43,39,39,,0.906976744
Red Swastika School,2022,2B,20,26,20,SC<1,1.3
River Valley Primary School,2022,2B,26,20,20,,0.769230769
Riverside Primary School,2022,2B,20,2,2,,0.1
Rivervale Primary School,2022,2B,31,12,12,,0.387096774
Rosyth School,2022,2B,20,24,20,SC<1,1.2
Rulang Primary School,2022,2B,20,34,20,SC<1,1.7
Sembawang Primary School,2022,2B,35,1,1,,0.028571429
Seng Kang Primary School,2022,2B,49,0,0,,0
Sengkang Green Primary School,2022,2B,23,21,21,,0.913043478
Shuqun Primary School,2022,2B,30,11,11,,0.366666667
Si Ling Primary School,2022,2B,32,0,0,,0
Singapore Chinese Girls' Primary School,2022,2B,20,34,20,SC<1,1.7
South View Primary School,2022,2B,20,30,20,SC<1,1.5
Springdale Primary School,2022,2B,29,0,0,,0
St. Andrew's Junior School,2022,2B,37,31,31,,0.837837838
St. Anthony's Canossian Primary School,2022,2B,67,6,6,,0.089552239
St. Anthony's Primary School,2022,2B,32,39,32,SC>2,1.21875
St. Gabriel's Primary School,2022,2B,34,24,24,,0.705882353
St. Hilda's Primary School,2022,2B,20,40,20,SC<1,2
St. Joseph's Institution Junior,2022,2B,38,84,38,SC1-2,2.210526316
St. Margaret's Primary School,2022,2B,40,19,19,,0.475
St. Stephen's School,2022,2B,62,23,23,,0.370967742
Tampines North Primary School,2022,2B,49,0,0,,0
Tampines Primary School,2022,2B,28,2,2,,0.071428571
Tanjong Katong Primary School,2022,2B,30,14,14,,0.466666667
Tao Nan School,2022,2B,23,61,23,SC<1,2.652173913
Teck Ghee Primary School,2022,2B,41,6,6,,0.146341463
Teck Whye Primary School,2022,2B,57,0,0,,0
Telok Kurau Primary School,2022,2B,28,2,2,,0.071428571
Temasek Primary School,2022,2B,20,10,10,,0.5
Townsville Primary School,2022,2B,43,3,3,,0.069767442
Unity Primary School,2022,2B,41,0,0,,0
Waterway Primary School,2022,2B,28,1,1,,0.035714286
Wellington Primary School,2022,2B,20,4,4,,0.2
West Grove Primary School,2022,2B,52,8,8,,0.153846154
West Spring Primary School,2022,2B,20,0,0,,0
West View Primary School,2022,2B,28,0,0,,0
Westwood Primary School,2022,2B,20,11,11,,0.55
White Sands Primary School,2022,2B,35,14,14,,0.4
Woodgrove Primary School,2022,2B,25,5,5,,0.2
Woodlands Primary School,2022,2B,31,13,13,,0.419354839
Woodlands Ring Primary School,2022,2B,47,0,0,,0
Xinghua Primary School,2022,2B,77,0,0,,0
Xingnan Primary School,2022,2B,63,1,1,,0.015873016
Xinmin Primary School,2022,2B,24,32,24,SC<2#,1.333333333
Xishan Primary School,2022,2B,37,1,1,,0.027027027
Yangzheng Primary School,2022,2B,22,9,9,,0.409090909
Yew Tee Primary School,2022,2B,46,1,1,,0.02173913
Yio Chu Kang Primary School,2022,2B,47,0,0,,0
Yishun Primary School,2022,2B,33,0,0,,0
Yu Neng Primary School,2022,2B,20,10,10,,0.5
Yuhua Primary School,2022,2B,50,0,0,,0
Yumin Primary School,2022,2B,36,0,0,,0
Zhangde Primary School,2022,2B,31,1,1,,0.032258065
Zhenghua Primary School,2022,2B,30,0,0,,0
Zhonghua Primary School,2022,2B,39,1,1,,0.025641026
Valour Primary School,2022,2B,33,2,2,,0.060606061
Northshore Primary School,2022,2B,59,1,1,,0.016949153
Admiralty Primary School,2009,2C,75,139,75,,1.853333333
Ahmad Ibrahim Primary School,2009,2C,116,71,70,,0.612068966
Ai Tong School,2009,2C,48,64,48,,1.333333333
Anchor Green Primary School,2009,2C,189,110,110,,0.582010582
Anderson Primary School,2009,2C,88,116,88,,1.318181818
Ang Mo Kio Primary School,2009,2C,128,107,107,,0.8359375
Anglo-Chinese School (Junior),2009,2C,54,63,54,,1.166666667
Anglo-Chinese School (Primary),2009,2C,27,48,27,,1.777777778
Angsana Primary School,2009,2C,150,22,22,,0.146666667
Beacon Primary School,2009,2C,163,192,163,,1.17791411
Bedok Green Primary School,2009,2C,125,82,81,,0.656
Bendemeer Primary School,2009,2C,97,45,45,,0.463917526
Blangah Rise Primary School,2009,2C,172,14,13,,0.081395349
Boon Lay Garden Primary School,2009,2C,179,57,57,,0.318435754
Bukit Panjang Primary School,2009,2C,56,106,56,,1.892857143
Bukit Timah Primary School,2009,2C,129,43,43,,0.333333333
Bukit View Primary School,2009,2C,115,96,96,,0.834782609
Canberra Primary School,2009,2C,86,120,86,,1.395348837
Canossa Catholic Primary School,2009,2C,94,46,46,,0.489361702
Casuarina Primary School,2009,2C,103,63,63,,0.611650485
Catholic High School (Primary),2009,2C,28,72,28,,2.571428571
Cedar Primary School,2009,2C,101,46,46,,0.455445545
Changkat Primary School,2009,2C,94,68,68,,0.723404255
CHIJ (Katong) Primary,2009,2C,90,85,85,,0.944444444
CHIJ (Kellock),2009,2C,117,125,117,,1.068376068
CHIJ Our Lady of Good Counsel,2009,2C,76,76,76,,1
CHIJ Our Lady of the Nativity,2009,2C,97,109,97,,1.12371134
CHIJ Our Lady Queen of Peace,2009,2C,64,86,64,,1.34375
CHIJ Primary (Toa Payoh),2009,2C,53,60,53,,1.132075472
CHIJ St. Nicholas Girls' School,2009,2C,37,49,37,,1.324324324
Chongfu School,2009,2C,81,98,81,,1.209876543
Chongzheng Primary School,2009,2C,65,91,65,,1.4
Chua Chu Kang Primary School,2009,2C,127,124,124,,0.976377953
Clementi Primary School,2009,2C,120,136,120,,1.133333333
Compassvale Primary School,2009,2C,84,123,84,,1.464285714
Concord Primary School,2009,2C,95,89,89,,0.936842105
Corporation Primary School,2009,2C,206,71,71,,0.344660194
Damai Primary School,2009,2C,144,28,28,,0.194444444
Dazhong Primary School,2009,2C,105,5,5,,0.047619048
De La Salle School,2009,2C,103,132,103,,1.281553398
East Spring Primary School,2009,2C,71,87,71,,1.225352113
Edgefield Primary School,2009,2C,138,133,132,,0.963768116
Elias Park Primary School,2009,2C,75,90,75,,1.2
Endeavour Primary School,2009,2C,205,217,205,,1.058536585
Eunos Primary School,2009,2C,112,41,41,,0.366071429
Evergreen Primary School,2009,2C,85,154,85,,1.811764706
Fairfield Methodist School (Primary),2009,2C,63,93,63,,1.476190476
Farrer Park Primary School,2009,2C,151,34,33,,0.225165563
Fengshan Primary School,2009,2C,145,109,109,,0.751724138
Fernvale Primary School,2009,2C,171,91,91,,0.532163743
First Toa Payoh Primary School,2009,2C,171,26,26,,0.152046784
Fuchun Primary School,2009,2C,121,133,121,,1.099173554
Fuhua Primary School,2009,2C,138,82,82,,0.594202899
Gan Eng Seng Primary School,2009,2C,153,113,113,,0.738562092
Geylang Methodist School (Primary),2009,2C,133,155,133,,1.165413534
Gongshang Primary School,2009,2C,65,105,65,,1.615384615
Greendale Primary School,2009,2C,213,99,99,,0.464788732
Greenridge Primary School,2009,2C,122,128,122,,1.049180328
Greenwood Primary School,2009,2C,126,132,126,,1.047619048
Guangyang Primary School,2009,2C,134,9,9,,0.067164179
Haig Girls' School,2009,2C,131,87,87,,0.664122137
Henry Park Primary School,2009,2C,45,66,45,,1.466666667
Holy Innocents' Primary School,2009,2C,71,79,71,,1.112676056
Hong Wen School,2009,2C,91,105,91,,1.153846154
Horizon Primary School,2009,2C,270,42,42,,0.155555556
Hougang Primary School,2009,2C,80,149,80,,1.8625
Huamin Primary School,2009,2C,123,50,50,,0.406504065
Innova Primary School,2009,2C,158,178,158,,1.126582278
Jiemin Primary School,2009,2C,106,107,106,,1.009433962
Jing Shan Primary School,2009,2C,100,65,65,,0.65
Junyuan Primary School,2009,2C,128,64,63,,0.5
Jurong Primary School,2009,2C,107,138,107,,1.289719626
Jurong West Primary School,2009,2C,81,205,81,,2.530864198
Juying Primary School,2009,2C,146,28,28,,0.191780822
Keming Primary School,2009,2C,99,110,99,,1.111111111
Kheng Cheng School,2009,2C,145,112,112,,0.772413793
Kong Hwa School,2009,2C,55,66,55,,1.2
Kranji Primary School,2009,2C,186,32,32,,0.172043011
Kuo Chuan Presbyterian Primary School,2009,2C,122,148,122,,1.213114754
Lakeside Primary School,2009,2C,174,90,90,,0.517241379
Lianhua Primary School,2009,2C,92,73,73,,0.793478261
Maha Bodhi School,2009,2C,58,71,58,,1.224137931
Maris Stella High School,2009,2C,98,121,98,,1.234693878
Marsiling Primary School,2009,2C,169,68,68,,0.402366864
Marymount Convent School,2009,2C,177,86,86,,0.485875706
